text,label,rating
"I purchased this keyboard from another vendor as Amazon and Logitech were out of stock of white ones. My wife has used her beloved Logitech K811 keyboard for years with her iMacs - and that is the perfect  keyboard but sadly is no longer made by Logitech. Instead they sell this K380  keyboard which is a total disaster. For a start, it uses batteries instead of being rechargeable and doesn't have the beautiful illuminated keys that light up the K811 at night, and it has  user-unfriendly round keys. The K380 doesn't even have a Caps Lock light to show that you are in that mode. There is no 'repeat' function when you hold a key down - for multiple characters you have to keep clicking the key. But the worst thing is that there is NO FORWARD DELETE function on this keyboard - just a backward delete. This is pathetic. I wasted 2 hours going through Logitech's web site, downloaded drivers and software etc - there is NO mention of this missing and important feature in their technical or marketing bulletins. I had to go on Amazon's K380 feedback to learn that other purchasers have this problem. There is NO FIX for this. Fortunately the Vendor accepted the return of my K380 - so I am back to using Apple keyboards. Very disappointing, frustrating and time wasting. Shame on Logitech!",0,2.0
Makes charging much easier.,1,5.0
"I bought this Polaris Optics binoculars for my grandson for Xmas. He is a responsible 8 yr old, that goes to many sporting events, concerts, and travels allot. These do not fog up, he can see clearly, wide view, close up, and Far, and easy to focus he said. It comes with the neck strap.  The child and his parents love these binoculars. For a child I do think its pricey, but for the quality, its seems just as good as my more expensive Nikon binocular are.",1,5.0
"I was very excited to get this,  but unfortunately it didn't work for me at all, and I was very disappointed.",0,2.0
The tips of these connectors were too small to make a connection with the speaker connection receptacles on my Yamaha receiver.,0,1.0
Very heavy duty,1,5.0
Doesn't work at all..Don't waste your money..,0,1.0
My fault  wrong cable on my endso never used it but it was long and seemed very sturdy great materials used to make it,0,1.0
"This device will not allow you access to the internet until you provide permissions/access to contacts, storage, microphone, and images.  CREEPY!!!!",0,1.0
"It took us ordering 3 different headphones to get this right. But these are the right fit, they sound great and the best part NO static none. That was what was wrong with both the other pair we bought the interference was so bad. If you're looking for a great set of wireless headphones for TV watching these are it.",1,5.0
Great Value,1,5.0
"Ok.. when I purchased my brand new samsung S10+ - I was blissfully unaware that my micro usb cords would be useless... Of course I own a million micro usb cords.  Solution?? These adapters. SAVED!  I did buy some actual usb C cords... just in case... but only a few.  The adapters work perfectly for charging.. however they do become unattached if you yank on them - the micro cord from the adapter... there is an interesting little lobster claw/hook clasp dangling from the adapter... I just attached the hook to the cord that I am using... if it becomes unattached... it will stay on the cord... especially if you coil cords you are using.  In any case... unless you want to reinvest in a bunch of new cords, these adapters will save you a bit as they are reasonably priced in my opinion.  I never hesitate to update my reviews should new info seem useful. UPDATE:  4/5/2019  I am back for another pack... these are lifesavers and so I want them everywhere!  Super happy with these.",1,5.0
"The product paired easily with my phone but after that, I was not happy. I had no manual to refer to for the operation of the earbuds. I went to the vendor website and it kept trying to get me to register for a ""prize."" When I would click out of it, I was not directed to home page for the website, the annoying offer kept reloading. I could not find any support for this product. Even during a test run, my call quality was poor and sound like I was far off (speakerphone sounded better), the music did not have the bass sound as promoted either. The battery gave up almost as quickly as I have. I am returning this product and requesting a refund.",0,2.0
Took a long time to arrive but it’s a quality sticker.,1,5.0
Perfect condition. Would recommend to anybody.,1,5.0
Uch adorable. I look like a cute but foolish person with the camera and strap but i am what I am this is adorable!,1,5.0
